maintenance_id,vehicle_id,maintenance_type,maintenance_date,maintenance_mileage,maintenance_cost_usd,maintenance_duration_hours,next_maintenance_due_date,next_maintenance_due_mileage,maintenance_status,risk_score,parts_replaced,service_provider,warranty_covered
2288,VH0177,Engine Repair,2025-08-18,182502,1785.88,4.6,2025-10-10,162416,Completed,7,"[""earum"", ""sequi""]","Boone, Rodriguez and Murray",False
2289,VH0177,Body Work,2024-05-04,473422,1020.57,4.2,2024-08-19,384006,Completed,6,"[""officia"", ""quas""]","Cooper, Ross and Perkins",False
2290,VH0177,Oil Change,2025-05-07,410204,136.13,5.0,2025-08-04,384153,In Progress,5,"[""corrupti""]",Carter-Silva,True
2291,VH0177,Electrical Repair,2023-11-01,131747,370.62,5.0,2024-01-16,347980,In Progress,1,"[""illum"", ""ipsam""]",Sparks and Sons,False
2292,VH0177,Body Work,2025-01-24,260852,1373.49,6.5,2025-06-03,493921,Completed,6,[],"Drake, Liu and Murphy",True
2293,VH0177,Brake Service,2024-02-10,124852,1181.12,1.4,2024-05-12,194360,In Progress,2,"[""aliquid"", ""dolorem"", ""natus""]",Woodward Inc,True
2294,VH0177,Body Work,2024-07-19,206254,1014.1,7.4,2024-12-29,155998,Scheduled,4,"[""illum""]","Guzman, Brown and Larsen",True
2295,VH0178,Brake Service,2021-09-01,279570,782.84,5.0,2022-02-07,233878,Completed,4,[],"Bass, Howard and Garcia",True
2296,VH0178,Tire Replacement,2021-11-17,148432,1957.98,5.6,2022-03-17,317553,Completed,4,[],"Wiley, Berry and Lee",True
2297,VH0178,Electrical Repair,2024-01-26,406981,1268.73,5.6,2024-05-25,442847,In Progress,4,[],Rivera LLC,False
2298,VH0178,Transmission Service,2024-01-28,299318,2308.68,5.8,2024-07-13,455359,In Progress,3,[],"Arnold, Montgomery and Doyle",True
2299,VH0178,Body Work,2022-01-28,491871,1626.23,4.0,2022-06-18,71838,Scheduled,9,"[""corrupti"", ""quod""]",Perry-Glenn,True
2300,VH0178,Tire Replacement,2020-11-09,59261,1282.12,8.0,2021-04-21,173879,Completed,1,[],Kramer-Herman,True
2301,VH0178,Engine Repair,2021-01-07,157872,3122.44,4.3,2021-05-22,486462,In Progress,7,"[""error""]",Frazier Ltd,True
2302,VH0178,Oil Change,2022-09-17,429405,141.56,4.6,2023-02-24,350228,Completed,5,"[""veritatis"", ""necessitatibus""]",Vargas PLC,True
2303,VH0178,Transmission Service,2022-07-17,300437,3802.5,6.5,2022-08-30,255279,In Progress,5,[],Smith LLC,True
2304,VH0178,Routine Service,2022-09-12,54460,671.72,7.8,2022-12-24,392356,Completed,4,[],Grant PLC,True
2305,VH0178,Tire Replacement,2021-09-24,478167,942.11,5.1,2022-03-10,366084,Scheduled,7,"[""nulla"", ""quis"", ""vel""]",Reynolds-Hudson,True
2306,VH0178,Tire Replacement,2023-04-07,236174,1161.0,2.8,2023-09-12,137842,In Progress,7,"[""perferendis"", ""ad""]","Wilson, Kennedy and Perry",True
2307,VH0179,Body Work,2025-07-11,211265,1581.03,4.5,2025-08-27,207223,Completed,1,[],Johnson Ltd,False
2308,VH0179,Transmission Service,2025-08-01,348239,2163.14,3.1,2025-12-27,180889,Completed,5,[],Watson-Watts,False
2309,VH0179,Routine Service,2025-03-15,405516,469.05,6.8,2025-05-11,274143,Completed,7,"[""fugit""]",Turner-Novak,True
2310,VH0179,Preventive Maintenance,2025-04-01,459100,413.04,2.2,2025-05-07,478475,Completed,6,"[""saepe"", ""aperiam"", ""mollitia""]",Hill-Cooper,True
2311,VH0179,Body Work,2025-05-28,442480,2166.11,3.6,2025-09-15,117685,Scheduled,10,"[""natus""]",Martin-Case,False
2312,VH0179,Brake Service,2025-05-19,92394,470.92,6.5,2025-08-02,57616,Scheduled,4,"[""debitis"", ""cum"", ""iste""]",Carr-Graham,False
2313,VH0179,Engine Repair,2025-06-08,447854,2519.0,3.5,2025-10-24,395138,Scheduled,5,[],Randolph-Tate,False
2314,VH0179,Tire Replacement,2025-04-11,279071,1008.63,4.2,2025-07-30,334749,Completed,2,[],Martinez Inc,False
2315,VH0179,Tire Replacement,2025-05-10,114083,519.66,7.4,2025-07-11,103945,Scheduled,9,"[""esse""]","Holland, Phillips and Mcguire",True
2316,VH0179,Tire Replacement,2025-04-26,432090,1949.61,4.0,2025-09-23,267665,Scheduled,3,"[""inventore"", ""perferendis""]",Torres-Roberts,False
2317,VH0180,Electrical Repair,2025-06-24,474634,286.96,3.9,2025-10-15,141560,Scheduled,1,"[""minima""]","Walker, Kim and Jackson",False
2318,VH0180,Transmission Service,2025-07-19,301458,3916.89,5.2,2025-11-14,481835,Completed,10,"[""eveniet"", ""quibusdam"", ""et""]",Smith-Rivas,True
2319,VH0180,Brake Service,2025-09-07,202103,1091.39,7.3,2025-11-20,349229,In Progress,10,"[""illo"", ""iusto""]","Bailey, Garcia and Miles",False
2320,VH0180,Preventive Maintenance,2025-07-25,493064,433.58,1.2,2025-12-24,295964,Scheduled,10,"[""saepe"", ""aspernatur""]",Figueroa Group,False
2321,VH0180,Oil Change,2024-09-28,263285,146.45,2.8,2025-02-26,361165,In Progress,6,[],Potts Inc,False
2322,VH0180,Preventive Maintenance,2025-08-22,94426,150.17,1.3,2026-02-06,170902,Completed,7,[],Young-Maxwell,True
2323,VH0180,Electrical Repair,2024-10-04,296397,795.61,3.0,2025-03-09,107459,Completed,6,[],Simpson-Coleman,False
2324,VH0180,Body Work,2024-11-25,172113,2343.55,3.7,2025-01-28,246885,Scheduled,2,"[""temporibus"", ""quisquam"", ""expedita""]","Reed, Morris and Leonard",False
2325,VH0180,Engine Repair,2025-03-21,235722,1366.1,4.4,2025-09-09,166264,Completed,7,[],White Ltd,False
2326,VH0180,Brake Service,2024-12-09,470023,670.94,4.8,2025-02-06,375049,In Progress,1,"[""vero"", ""laborum""]",Marquez LLC,False
2327,VH0180,Tire Replacement,2024-09-17,129483,455.16,2.0,2025-01-02,274127,Scheduled,9,"[""cum""]","Murphy, Richardson and Miller",True
2328,VH0180,Transmission Service,2024-09-03,128584,4164.27,4.4,2024-10-29,64436,Scheduled,6,"[""labore"", ""asperiores"", ""quia""]","Williams, Parker and Davis",True
2329,VH0180,Brake Service,2025-02-06,253770,1070.79,5.4,2025-08-02,316207,Scheduled,7,"[""inventore"", ""fugiat"", ""optio""]",Duran Ltd,False
2330,VH0180,Electrical Repair,2024-11-02,259211,747.93,7.9,2025-01-26,228311,Completed,8,"[""dicta""]",Gonzales-Rice,True
2331,VH0180,Routine Service,2025-06-07,482339,485.77,2.2,2025-08-05,301247,Completed,5,"[""impedit"", ""culpa""]",Wilson-Carpenter,True
2332,VH0180,Preventive Maintenance,2025-05-21,205300,171.75,6.7,2025-06-27,285452,Completed,10,[],"Stevens, Green and Boone",True
2333,VH0180,Preventive Maintenance,2025-04-10,55567,125.87,1.1,2025-07-02,132878,Scheduled,1,"[""amet""]",Hall-Dixon,False
2334,VH0181,Tire Replacement,2023-04-02,412410,1345.6,1.3,2023-08-27,132569,Completed,9,"[""earum""]",Moreno Group,False
2335,VH0181,Transmission Service,2023-05-21,262585,2576.9,2.0,2023-09-15,440054,In Progress,3,"[""atque"", ""voluptas""]",Allen Ltd,False
2336,VH0181,Electrical Repair,2024-07-01,475217,809.22,4.3,2024-11-30,220058,Scheduled,5,"[""sapiente"", ""ducimus"", ""nobis""]",Palmer PLC,True
2337,VH0181,Tire Replacement,2024-07-14,103791,411.65,2.9,2024-12-26,359542,Scheduled,3,[],Burnett PLC,True
2338,VH0181,Electrical Repair,2023-05-07,391858,1082.68,1.2,2023-10-31,427154,Scheduled,4,"[""doloribus"", ""perferendis""]","Alvarez, Smith and Wilcox",True
2339,VH0181,Preventive Maintenance,2024-04-12,94322,126.71,2.6,2024-06-08,93344,Scheduled,2,"[""ipsam"", ""vitae"", ""at""]",White-Wallace,False
2340,VH0181,Preventive Maintenance,2023-12-14,432205,260.96,1.9,2024-06-07,79747,Scheduled,4,[],Decker-Lewis,False
2341,VH0181,Electrical Repair,2024-01-03,121087,669.58,5.9,2024-05-28,388933,Scheduled,4,"[""et"", ""perspiciatis"", ""quam""]",Garcia PLC,False
2342,VH0181,Routine Service,2025-05-16,436456,549.99,3.1,2025-07-21,313835,Completed,4,"[""magnam"", ""nisi""]","Mendoza, Carter and Booth",False
2343,VH0182,Transmission Service,2025-03-15,457195,3805.0,8.0,2025-05-08,203140,In Progress,10,"[""perferendis"", ""numquam"", ""minus""]",Vargas Group,False
2344,VH0182,Routine Service,2025-04-18,237413,580.56,4.0,2025-08-13,110700,Completed,9,"[""at"", ""ipsa""]",Clark Group,True
2345,VH0182,Body Work,2024-10-31,230958,2418.41,2.7,2025-02-26,177381,Scheduled,3,"[""sed""]","Scott, Bennett and Leon",False
2346,VH0182,Oil Change,2024-12-17,117549,124.9,4.6,2025-03-01,124519,In Progress,3,"[""laboriosam"", ""asperiores"", ""similique""]","Andrews, Tyler and Norris",False
2347,VH0182,Electrical Repair,2024-10-22,130270,231.71,3.0,2025-03-25,147733,Scheduled,2,"[""quibusdam""]","Spencer, Castillo and Ray",True
2348,VH0182,Preventive Maintenance,2025-03-28,58785,118.18,6.2,2025-08-22,110594,Completed,10,"[""eveniet"", ""vitae"", ""voluptatum""]",Martin-Padilla,True
2349,VH0182,Electrical Repair,2025-03-31,154053,313.95,5.7,2025-06-05,113629,Scheduled,2,[],Alvarado-Roberts,True
2350,VH0183,Oil Change,2024-12-28,318842,119.47,5.4,2025-02-26,391410,Scheduled,4,"[""totam"", ""impedit""]",Hill-Pace,True
2351,VH0183,Body Work,2025-06-28,423549,873.56,3.2,2025-10-31,105822,Scheduled,10,"[""in"", ""sit"", ""velit""]","Ramsey, Aguilar and Kim",True
2352,VH0183,Engine Repair,2025-04-09,82504,2574.4,6.2,2025-08-11,59694,In Progress,8,[],Colon-Wu,False
2353,VH0183,Preventive Maintenance,2025-01-12,281422,481.32,5.3,2025-07-06,74065,In Progress,5,"[""voluptatum"", ""rem""]",Webster-Martinez,False
2354,VH0183,Routine Service,2025-03-24,56130,247.71,3.5,2025-07-27,165521,In Progress,3,"[""culpa""]","Williams, Thomas and Alexander",False
2355,VH0183,Preventive Maintenance,2025-04-17,475626,250.63,2.6,2025-08-22,409610,Completed,3,"[""quidem""]","Guerrero, Bates and Welch",True
2356,VH0183,Oil Change,2024-10-09,412752,61.45,7.8,2025-02-14,431820,Completed,9,"[""deserunt"", ""in"", ""quia""]","Lopez, Franklin and Heath",False
2357,VH0183,Preventive Maintenance,2025-08-13,105588,322.59,3.5,2026-01-05,222585,Scheduled,7,"[""officiis""]",Howe PLC,True
2358,VH0183,Tire Replacement,2025-03-28,349854,529.81,7.2,2025-05-11,340499,Completed,1,[],Schaefer-Cochran,False
2359,VH0183,Preventive Maintenance,2025-07-03,158644,317.9,6.1,2025-08-28,498965,Scheduled,6,"[""enim""]",Crawford-Russo,True
2360,VH0183,Brake Service,2025-03-26,360863,957.11,2.0,2025-05-02,480597,Completed,8,"[""mollitia"", ""quasi""]",Miller Ltd,True
2361,VH0183,Body Work,2024-12-02,176196,2305.6,4.5,2025-04-28,97306,In Progress,10,[],Clark PLC,False
2362,VH0183,Transmission Service,2025-01-17,402574,3230.56,4.2,2025-05-29,188658,In Progress,4,"[""nostrum"", ""quidem"", ""cum""]",Lane PLC,False
2363,VH0183,Brake Service,2025-09-14,405878,856.41,6.4,2025-12-28,167998,Completed,4,[],Flowers-Miller,True
2364,VH0183,Routine Service,2025-08-30,498957,580.14,4.5,2025-11-15,369246,Completed,2,"[""labore"", ""repellat""]",Clay Inc,True
2365,VH0183,Electrical Repair,2025-06-14,223727,800.0,3.6,2025-08-21,442442,Scheduled,4,"[""sit"", ""unde""]","Berry, Singleton and Whitaker",False
2366,VH0183,Electrical Repair,2025-02-25,253360,337.25,1.4,2025-06-19,210351,In Progress,5,"[""repellat"", ""architecto"", ""maxime""]",Hernandez-Hensley,False
2367,VH0183,Engine Repair,2025-08-22,380118,4884.66,6.5,2026-01-24,322685,Scheduled,6,"[""reprehenderit""]",Walker LLC,True
2368,VH0183,Electrical Repair,2024-10-15,497678,764.86,7.4,2024-12-14,389951,Scheduled,6,"[""unde""]",Garner-Ryan,True
2369,VH0184,Brake Service,2023-08-31,184395,365.28,3.7,2023-10-10,174331,Completed,6,"[""officiis""]","Smith, Huff and Flores",False
2370,VH0184,Electrical Repair,2023-11-20,172347,1260.79,6.5,2023-12-25,376356,Scheduled,4,"[""nam"", ""adipisci"", ""cupiditate""]",Johnston PLC,True
2371,VH0184,Body Work,2023-10-16,255168,1772.37,5.2,2024-02-10,209883,Completed,5,"[""expedita""]","Martinez, Berry and Wells",True
2372,VH0184,Engine Repair,2023-11-26,57533,2735.1,4.1,2024-04-12,372540,In Progress,3,"[""ipsam"", ""laudantium"", ""cupiditate""]",Cummings Inc,True
2373,VH0184,Transmission Service,2024-10-28,403505,2123.2,1.9,2025-03-15,352841,Completed,6,"[""voluptas""]","Murphy, Nichols and Garcia",True
2374,VH0184,Oil Change,2024-09-03,300847,129.87,7.8,2024-11-15,230926,Scheduled,8,"[""cupiditate"", ""animi""]",Murphy-Suarez,True
2375,VH0184,Preventive Maintenance,2024-04-01,404205,163.01,7.0,2024-07-08,187341,Scheduled,4,[],"Murray, Morales and Bullock",True
2376,VH0185,Body Work,2025-05-23,359980,691.85,1.3,2025-10-27,80355,Completed,1,"[""quia"", ""praesentium""]",Gray Group,False
2377,VH0185,Tire Replacement,2021-07-12,210020,823.02,3.1,2021-09-21,481014,In Progress,4,"[""nulla"", ""beatae"", ""esse""]","Bailey, Le and Morales",False
2378,VH0185,Transmission Service,2022-01-16,145670,4283.52,7.0,2022-03-30,445536,In Progress,10,"[""libero"", ""excepturi""]","Brown, Smith and Cook",True
2379,VH0185,Tire Replacement,2022-06-01,455363,1456.01,7.1,2022-07-27,116304,Scheduled,10,"[""non"", ""consectetur""]",Chen-Carter,True
2380,VH0185,Oil Change,2024-02-03,293726,95.4,7.7,2024-06-10,333754,Scheduled,6,"[""commodi"", ""totam"", ""iusto""]",Hoover-Allen,False
2381,VH0185,Transmission Service,2023-03-22,118957,3568.81,7.2,2023-09-01,279034,Completed,4,"[""ea"", ""magnam""]",Clarke-Wilson,True
2382,VH0185,Body Work,2022-09-12,284428,943.28,7.7,2022-12-21,90459,In Progress,9,"[""expedita"", ""mollitia"", ""veritatis""]","Williams, Anderson and Romero",True
2383,VH0185,Engine Repair,2022-01-06,69495,2180.41,4.8,2022-03-07,318835,In Progress,4,"[""placeat"", ""ducimus""]",Johnson-Moore,True
2384,VH0185,Preventive Maintenance,2023-09-29,350792,387.53,5.0,2023-11-12,325391,In Progress,7,"[""totam"", ""minus""]",Smith-Sloan,True
2385,VH0185,Body Work,2022-04-14,472636,1380.06,6.4,2022-07-10,412599,In Progress,5,"[""quasi"", ""blanditiis""]",Aguirre-Scott,True
2386,VH0186,Electrical Repair,2025-07-30,227956,800.51,2.8,2025-11-24,146442,Completed,6,[],"Gutierrez, Johnson and Garcia",False
2387,VH0186,Electrical Repair,2025-09-19,451855,573.75,6.2,2025-11-24,89702,In Progress,4,"[""officiis""]",Walters-Harris,False
2388,VH0186,Preventive Maintenance,2025-05-12,447467,460.08,2.8,2025-07-28,401519,In Progress,1,"[""tempora"", ""in""]",Clayton-Williams,False
2389,VH0186,Electrical Repair,2025-03-27,250520,1010.4,7.8,2025-05-30,430820,Scheduled,3,"[""cupiditate""]",Lopez PLC,True
2390,VH0186,Routine Service,2025-05-15,137131,435.14,2.7,2025-10-08,148886,Scheduled,10,[],Henry and Sons,True
2391,VH0186,Transmission Service,2024-12-15,291045,2571.49,7.6,2025-06-12,227591,In Progress,6,"[""dicta""]",Barnes-Henderson,False
2392,VH0187,Transmission Service,2025-04-24,136434,2146.83,4.5,2025-08-28,119153,In Progress,10,"[""quaerat"", ""corporis""]",Schultz-Rhodes,True
2393,VH0187,Routine Service,2022-05-17,91264,526.46,3.5,2022-07-22,61726,Scheduled,1,[],"Fischer, Hall and Stewart",False
2394,VH0187,Routine Service,2020-11-22,83328,756.16,4.7,2021-03-16,164770,Completed,1,"[""adipisci"", ""repellat"", ""neque""]","Salinas, Barnes and Morales",True
2395,VH0187,Body Work,2023-11-08,88375,2058.9,2.6,2024-04-09,155742,Completed,7,"[""unde""]","Sims, Holt and Smith",True
2396,VH0187,Body Work,2020-08-30,256458,2942.8,5.1,2020-11-15,100498,Scheduled,3,"[""quae""]","Gallagher, Ramirez and Austin",False
2397,VH0187,Preventive Maintenance,2022-05-19,81495,316.0,1.6,2022-07-01,445971,Scheduled,6,"[""fugit""]",Webster-Bell,False
2398,VH0187,Preventive Maintenance,2024-11-01,379283,478.44,2.4,2025-02-03,193171,Completed,4,[],Guerra LLC,False
2399,VH0187,Electrical Repair,2022-11-21,110260,1368.01,2.1,2023-04-11,120330,Completed,2,"[""odit""]",Singleton Inc,False
2400,VH0187,Electrical Repair,2022-05-17,455633,1064.89,1.4,2022-11-03,146134,Scheduled,8,"[""eius"", ""adipisci"", ""temporibus""]",Shaffer-Moyer,True
2401,VH0187,Tire Replacement,2025-08-17,415881,1708.69,5.8,2025-09-16,344190,In Progress,7,[],Todd LLC,True
2402,VH0187,Preventive Maintenance,2024-05-06,316300,138.65,3.5,2024-09-02,263564,In Progress,10,"[""aliquid"", ""eligendi"", ""inventore""]",Garza PLC,True
2403,VH0187,Engine Repair,2025-02-11,314338,7019.02,3.8,2025-06-10,429803,Completed,3,"[""quae""]",Harris-Harrison,False
2404,VH0187,Brake Service,2023-08-03,71478,1048.07,1.3,2023-11-28,198737,Completed,3,"[""magnam"", ""quam"", ""est""]","Young, Sullivan and Juarez",True
2405,VH0187,Oil Change,2022-05-08,218061,68.64,6.1,2022-10-01,387751,In Progress,1,"[""explicabo"", ""consequatur""]",Love PLC,True
2406,VH0187,Transmission Service,2019-09-04,82783,4596.27,5.3,2020-01-28,337185,Completed,8,"[""culpa"", ""laudantium"", ""earum""]","Petersen, Marks and Costa",True
2407,VH0188,Oil Change,2025-01-20,90252,63.11,1.9,2025-03-16,219258,Scheduled,9,"[""debitis"", ""nam"", ""deleniti""]",Baker-Jackson,True
2408,VH0188,Engine Repair,2024-12-07,449256,1740.31,1.5,2025-04-02,194054,In Progress,9,"[""fuga""]",Rios and Sons,False
2409,VH0188,Oil Change,2025-08-09,232562,131.9,7.6,2025-11-21,317047,Scheduled,7,"[""eveniet""]",Carr Ltd,False
2410,VH0188,Body Work,2025-06-08,201574,1042.7,4.6,2025-07-19,406676,In Progress,1,[],Murray-Smith,False
2411,VH0188,Body Work,2025-07-09,265393,2925.49,1.2,2025-09-20,423875,Scheduled,7,"[""at"", ""adipisci"", ""aspernatur""]","Vaughn, Norris and Combs",False
2412,VH0188,Brake Service,2025-02-15,145471,1092.88,4.2,2025-07-07,369803,Scheduled,1,"[""recusandae"", ""esse""]",Nelson and Sons,False
2413,VH0188,Body Work,2025-08-03,352499,2958.39,6.0,2026-01-09,392048,Completed,8,"[""temporibus"", ""autem"", ""assumenda""]","Webb, Jensen and Garcia",False
2414,VH0189,Tire Replacement,2022-02-27,61592,1510.25,5.6,2022-06-13,151414,In Progress,1,[],Thomas LLC,False
2415,VH0189,Brake Service,2021-04-12,195381,578.06,1.8,2021-08-27,70188,Scheduled,8,"[""omnis""]",Matthews Ltd,False
2416,VH0189,Brake Service,2021-06-01,401569,939.72,1.2,2021-09-09,308426,In Progress,7,[],Garner LLC,True
2417,VH0189,Transmission Service,2024-05-30,129556,2789.78,5.9,2024-08-13,208562,Completed,3,"[""repellat"", ""nemo""]",White LLC,True
2418,VH0189,Body Work,2016-09-29,491853,2474.57,6.8,2017-02-15,54971,Completed,4,[],Wilkinson-Leon,False
2419,VH0189,Preventive Maintenance,2017-10-16,300313,418.73,5.8,2017-12-04,98625,Completed,3,"[""accusantium"", ""fuga""]","Brewer, Lewis and Barnes",True
2420,VH0189,Oil Change,2017-01-13,300877,103.19,2.3,2017-04-13,131984,Completed,1,[],"Williams, Lee and Reyes",True
2421,VH0189,Body Work,2020-03-09,410270,2041.32,6.5,2020-09-01,218361,Completed,9,[],"James, Williams and Smith",False
2422,VH0189,Tire Replacement,2021-04-20,264877,1691.87,2.4,2021-07-05,436498,Scheduled,9,[],Benson-Jackson,True
2423,VH0189,Transmission Service,2025-01-29,293972,4031.72,4.0,2025-05-10,78119,Scheduled,10,"[""distinctio"", ""aliquid"", ""aliquid""]","Rogers, Sparks and Myers",True
2424,VH0189,Body Work,2023-10-19,103859,2479.71,1.1,2024-03-08,338711,In Progress,2,"[""deleniti"", ""atque""]","Ward, Ortiz and Stephens",True
2425,VH0189,Transmission Service,2016-04-15,350877,4224.18,6.1,2016-08-05,56099,Scheduled,1,"[""labore""]",Alvarez-Edwards,True
2426,VH0190,Body Work,2023-03-04,355533,2786.82,2.4,2023-06-07,274208,In Progress,4,"[""possimus"", ""exercitationem"", ""deleniti""]",Moses-Hart,True
2427,VH0190,Electrical Repair,2023-01-16,426006,1426.42,5.5,2023-02-24,286051,Completed,10,"[""officiis""]",Gilbert Inc,True
2428,VH0190,Engine Repair,2023-07-10,494920,3956.22,4.3,2023-11-01,246597,Completed,3,"[""aliquid"", ""ullam""]",Jackson-Davis,True
2429,VH0190,Engine Repair,2023-07-25,407503,1367.72,4.8,2024-01-14,394608,In Progress,6,[],Knight-Paul,False
2430,VH0190,Oil Change,2024-04-15,432429,112.45,3.9,2024-09-13,349961,In Progress,1,"[""autem""]","Price, Thomas and Wilson",True
2431,VH0190,Preventive Maintenance,2025-03-10,220008,457.68,4.5,2025-07-27,238400,In Progress,6,"[""explicabo"", ""ipsam""]","Ayala, Paul and Sparks",True
2432,VH0191,Brake Service,2025-09-17,453642,818.59,5.8,2026-03-13,372018,Completed,9,"[""culpa"", ""reiciendis""]",Payne Inc,False
2433,VH0191,Transmission Service,2022-12-27,197522,2826.84,6.6,2023-03-08,162022,Completed,10,"[""ab"", ""odit""]",Torres-Russell,True
2434,VH0191,Body Work,2025-08-19,144469,1953.06,3.5,2025-10-25,295522,In Progress,10,[],Bryan LLC,False
2435,VH0191,Tire Replacement,2022-01-18,404565,1710.16,1.6,2022-03-09,423001,Completed,1,"[""delectus"", ""ea""]",Thomas-Wong,False
2436,VH0191,Preventive Maintenance,2020-08-10,398631,201.09,1.1,2020-10-11,60347,Completed,5,"[""laboriosam""]",Lewis PLC,False
2437,VH0191,Electrical Repair,2021-12-05,233175,620.05,7.3,2022-03-13,426702,Completed,6,[],Thomas Ltd,False
2438,VH0191,Preventive Maintenance,2025-04-09,475654,335.08,5.4,2025-10-06,422965,Scheduled,6,"[""vel""]","Smith, Nelson and Harmon",False
2439,VH0191,Tire Replacement,2022-11-04,370077,1869.82,2.5,2023-03-07,205056,Completed,7,"[""pariatur"", ""ducimus"", ""minus""]","Johnson, Craig and Fisher",False
2440,VH0191,Body Work,2023-10-10,164735,1940.18,6.2,2024-04-06,291193,Scheduled,4,"[""ipsam"", ""consequatur"", ""et""]",Ruiz Inc,True
2441,VH0191,Transmission Service,2023-11-29,430954,4670.95,2.5,2024-05-07,147689,Scheduled,3,"[""sed"", ""in"", ""quos""]",Waller Ltd,False
2442,VH0191,Body Work,2021-03-22,449056,2112.52,1.2,2021-06-27,281076,In Progress,10,"[""laborum""]","Howard, Fernandez and Rodriguez",False
2443,VH0191,Tire Replacement,2020-09-20,300414,1406.67,7.4,2020-11-24,439053,Scheduled,6,"[""corrupti"", ""corrupti"", ""repellat""]","Rodriguez, Friedman and Herrera",False
